 date,temp_avg,temp_max,temp_min,precip24hr,rh_avg
10/11/07,59.36,68,54,0.64,83.19
10/12/07,56.64,63,50,0.12,58.9
10/13/07,54.4,63,45,,54.5
10/14/07,57.64,66.9,46.9,,50.22
10/15/07,59.75,70,48.9,,59.96
10/16/07,63.7,72,57,,59.33
10/17/07,67.07,78.1,59,,76.46
10/18/07,68.92,78.1,62.1,,82.12
10/19/07,73.03,77,62.6,0.17,87.06
10/20/07,64.53,72,57.9,0,59.46
10/21/07,63.61,75.9,53.1,,56.67
10/22/07,66.62,78.8,55.9,,69.88
10/23/07,73.4,79,66.9,0,67.21
10/24/07,64.25,69.8,55.9,0.42,87.11
10/25/07,53.31,57,51.1,0.1,87.35
10/26/07,57.2,61,53.1,1.14,87.34
10/27/07,65.57,71.1,57,0.8,77.53
10/28/07,52.36,57,44.1,,50.86
10/29/07,46.71,55,39,,52
10/30/07,51.81,63,42.1,,60.17
10/31/07,54.55,64.9,44.1,,72.5
11/1/07,58.04,69.1,50,,69.21
11/2/07,49.73,55.9,43,,52.56
11/3/07,49.15,57.9,43,0,47.17
11/4/07,49.91,55.9,43,,49.15
11/5/07,49.58,59,39,0.01,59.11
11/6/07,49.03,53.1,43,0.08,56.88
11/7/07,44.49,52,37.9,,50.22
11/8/07,39.25,44.1,33.1,,56.46
11/9/07,40.37,45,34,,62.96
11/10/07,41.52,44.6,39,0,78.52
11/11/07,42.49,50,33.1,,54.32
11/12/07,47.7,51.8,44.1,0.02,74.39
11/13/07,51.73,60.1,44.1,0.08,87.3
11/14/07,51.46,61,43,,92.11
11/15/07,51.01,61,42.1,0.09,79.09
11/16/07,42.69,46,36,,48.42
11/17/07,41.03,46,33.1,,55.95
11/18/07,41.42,44.6,39.2,0.05,77.59
11/19/07,40.78,43,39,0.19,90.31
11/20/07,47.13,50,42.1,0.03,87.08
11/21/07,54.53,64.9,44.6,,83.5
11/22/07,57.81,71.1,42.1,0.01,65.75
11/23/07,37.98,41,32,,42.04
11/24/07,34.14,39.9,28,,47.41
11/25/07,41.43,48.9,33.1,0,59.83
11/26/07,50.09,63,42.8,0.36,92.17
11/27/07,51.44,64.4,42.1,0,59.21
11/28/07,39.42,43,35.1,,49.21
11/29/07,44.13,52,35.1,,59.71
11/30/07,37.78,42.1,34,,41.54
12/1/07,34.11,37.9,30,,39.1
12/2/07,30.72,39,26.1,0.72,81.8
12/3/07,42.19,48.9,35.1,0.16,66.88
12/4/07,34.18,37,30.9,0,41.88
12/5/07,28.79,30.9,27,0.02,71.78
12/6/07,25.86,32,19.9,,60.55
12/7/07,30.18,36,23,0,76.75
12/8/07,39.06,48.9,33.8,0.06,80.63
12/9/07,37.08,39.2,35.1,0.07,74.8
12/10/07,41.15,45,37.4,0.13,89.56
12/11/07,42.64,48,37.4,0,88.01
12/12/07,48.72,55.9,37,0,73.4
12/13/07,34.74,36,32,0.36,75.26
12/14/07,36.49,44.6,32,,66.87
12/15/07,33.05,37,30,0,57.02
12/16/07,39.29,44.6,33.1,0.88,80.25
12/17/07,33.4,37,30,,46.65
12/18/07,32.48,37.9,27,,53.9
12/19/07,37.69,44.1,30,0,65
12/20/07,38.91,45,34,0,57.54
12/21/07,37.26,39.9,33.1,0.01,84.33
12/22/07,38.86,43,35.1,0,89.02
12/23/07,53.09,61,41,0.19,86.7
12/24/07,41.96,46.9,37,,41.88
12/25/07,39.67,46.9,34,,56.58
12/26/07,35.07,37.9,30,0.07,76.52
12/27/07,39.26,44.6,37,0,86.34
12/28/07,41.77,48.9,33.1,0.14,77.62
12/29/07,47.97,52,39,0.42,72.83
12/30/07,37.77,42.1,33.1,0.18,77.68
12/31/07,39.27,46.9,33.1,0.13,73.18
1/1/08,41.61,48,30.9,0,64.7
1/2/08,29.95,37,19.9,0,45
1/3/08,21.23,25,19,,41.04
1/4/08,28.91,37.9,18,,51.74
1/5/08,34.3,39.9,27,0,63.63
1/6/08,40.92,48.9,35.1,0.03,76
1/7/08,50.86,64,41,,73.64
1/8/08,54.14,64.9,43,,79.29
1/9/08,56.67,64.9,39.9,0,55.46
1/10/08,43.7,48.9,36,0.01,54.02
1/11/08,47.97,54,39.2,0.62,85.92
1/12/08,44.32,48,39.9,,53.48
1/13/08,40.29,48,33.1,0.19,70.23
1/14/08,37.56,39.9,35.1,0.01,80.54
1/15/08,32.16,37,28,0,63.6
1/16/08,33.95,39.9,27,,58.16
1/17/08,33.2,37.9,28.9,0.5,74.6
1/18/08,39.85,48,35.1,0.08,65.59
1/19/08,35.48,37.9,33.1,,45.33
1/20/08,23.25,34,17.1,0,36.52
1/21/08,21.07,27,15.1,0,39.42
1/22/08,30.59,36,21.9,0,68.7
1/23/08,35.05,39.9,30.9,,40.05
1/24/08,29.8,34,25,,44.95
1/25/08,26.4,32,21,,42.43
1/26/08,29.19,34,21,,36.91
1/27/08,33.6,39,30,,49.83
1/28/08,34.38,42.1,27,,51.96
1/29/08,36.17,42.1,28,0.01,75.89
1/30/08,41.58,48.2,30,0.01,45.93
1/31/08,32.4,39.9,28,,34.52
2/1/08,40.2,54,30.9,1.37,83.52
2/2/08,38.87,44.1,30.9,0,67.26
2/3/08,39.35,50,30,,71.11
2/4/08,41.81,46.9,37,0,77.36
2/5/08,47.91,55.4,39.2,0,86.86
2/6/08,60.66,66.9,45,0,72.21
2/7/08,48.33,64.4,39.9,0.03,48.14
2/8/08,41.24,48,36,,55.38
2/9/08,41.28,50,34,0.01,74.2
2/10/08,35.5,46,16,0,47.09
2/11/08,17.1,23,10.9,,34.5
2/12/08,23.99,32,18,0.45,61.86
2/13/08,38.32,44.6,32,1.15,90.92
2/14/08,33,39.9,28,0,53.24
2/15/08,40.2,53.1,30,,58.1
2/16/08,32.05,37,27,,45.27
2/17/08,40.37,57,26.6,0.01,76.16
2/18/08,54.91,66.2,37,0.06,75.77
2/19/08,37.37,44.1,28.9,,41.64
2/20/08,27.64,32,25,0,55.78
2/21/08,26.64,32,19.9,,46.95
2/22/08,30.09,34,24.8,0.31,82.51
2/23/08,32.77,34,28.9,0,83.03
2/24/08,31.52,39,23,,59
2/25/08,38.92,48,30.9,,56.43
2/26/08,42.46,51.8,36,0.03,76.66
2/27/08,35.7,41,27,0,50.47
2/28/08,24.66,28.9,19,,37
2/29/08,30.26,41,21,0,47.29
3/1/08,41.11,45,34,0,46.23
3/2/08,37.33,45,28.9,,42.3
3/3/08,48,64,32,,57.17
3/4/08,60.63,68,52,0.01,70.27
3/5/08,49.85,62.1,37,0.53,65.27
3/6/08,41.75,51.1,34,,57.68
3/7/08,41.62,46.9,33.8,0.52,89.54
3/8/08,48.39,64,34,1.43,84.27
3/9/08,35.35,41,30,,37.29
3/10/08,37.82,48,28,,49.91
3/11/08,44,51.1,36,,56.9
3/12/08,43.71,50,39,0,58.35
3/13/08,41.45,51.1,33.1,,55
3/14/08,48.42,62.1,39.2,0,69.38
3/15/08,49.29,57,44.6,0.03,68.62
3/16/08,43.55,48.9,39.9,0.05,65.5
3/17/08,41.32,50,32,,29.38
3/18/08,41.77,46,37.9,0.02,47.79
3/19/08,50.69,60.1,41,0.35,89.85
3/20/08,48.66,62.1,37,0.29,51.46
3/21/08,42.66,51.1,36,,31.29
3/22/08,43,50,37,0,32.96
3/23/08,39.24,46.9,30.9,,27.19
3/24/08,42.1,50,34,,34.63
3/25/08,39.93,48.9,32,,39.11
3/26/08,53.53,62.1,44.1,,42.56
3/27/08,46.78,51.1,44.1,0.02,61.65
3/28/08,49.09,64,41,0,66.89
3/29/08,40.29,48.9,33.1,,38
3/30/08,39.65,51.1,30,,34.43
3/31/08,47.93,57.9,39,0,75.73
4/1/08,63.23,72,55,0.32,75.87
4/2/08,47.8,57.9,42.1,,33.13
4/3/08,42.06,52,33.1,0.16,42.77
4/4/08,48.18,55.4,39.2,0.27,87.13
4/5/08,53.57,59,48.9,0,67
4/6/08,47.31,50,44.1,0.05,72.63
4/7/08,44.57,48.9,41,0,73.64
4/8/08,48.04,57.9,42.1,0,73.68
4/9/08,49.86,60.8,42.1,,81.69
4/10/08,61.97,75,51.8,,67.92
4/11/08,63.37,73,53.6,0.02,71.84
4/12/08,65.47,73,57,0.11,69.81
4/13/08,53.3,59,48,,44.24
4/14/08,47.67,55,39,,35.67
4/15/08,50.25,59,42.1,,31.7
4/16/08,54.06,66,39.9,,40.5
4/17/08,59.84,75,43,,39.33
4/18/08,65.28,84,46.9,,41.88
4/19/08,66.99,84.9,52,,50.21
4/20/08,62.9,73.9,54,0,75.53
4/21/08,56.91,64,52,0,75
4/22/08,59.52,70,50,,68.41
4/23/08,63.92,75.9,52,,65.13
4/24/08,67.39,77,57,,44.96
4/25/08,64.5,77,52,,47.52
4/26/08,59.74,66.2,53.1,0,71.84
4/27/08,51.58,57,48,0.09,72.13
4/28/08,54.6,64.9,48,0.81,90.42
4/29/08,54.19,60.1,50,,56.65
4/30/08,50.8,57,43,,41.13
5/1/08,53.9,63,43,0,55.3
5/2/08,60.13,73.9,48.9,,72.54
5/3/08,55.11,64.9,51.1,0,82.95
5/4/08,60.66,71.1,51.1,0,65.72
5/5/08,61.81,70,55.9,,54.36
5/6/08,64.51,75.9,50,,53.93
5/7/08,68.94,81,55,,48.54
5/8/08,70.03,75.9,66,0,64.96
5/9/08,54.57,64.9,51.1,1.48,89.68
5/10/08,55.29,63,46,,66.55
5/11/08,55.02,63,46.9,,67.52
5/12/08,47.91,50,46,0.62,82.55
5/13/08,58.89,72,46,,43.83
5/14/08,62.3,75.9,46.9,0,55.08
5/15/08,68.38,77,59,,58.88
5/16/08,57.04,64.9,51.8,0.68,88.8
5/17/08,61.98,72,48,0,58.27
5/18/08,60.64,66.9,54,0.32,71.12
5/19/08,55.22,61,48.9,0,52.25
5/20/08,50.9,53.6,48,0.54,83.2
5/21/08,57.47,66.9,48,0,61.44
5/22/08,57.03,63,51.1,0,56.08
5/23/08,60.44,69.1,50,,47.5
5/24/08,64.13,72,54,,40.29
5/25/08,65.61,75.9,54,,40.29
5/26/08,70.93,82.9,55.9,0,54.58
5/27/08,73.85,84,63,0.14,68.07
5/28/08,61.17,69.1,55,0,42.56
5/29/08,64.99,77,50,,48.4
5/30/08,70.37,82,57,,53.91
5/31/08,70.49,78.8,64.9,0.3,77.71
6/1/08,74.13,82,64.4,,61.48
6/2/08,70.47,80.1,61,,44.25
6/3/08,71.81,82,62.1,0.02,55.41
6/4/08,70.02,80.1,60.8,1.89,86.48
6/5/08,68.75,78.8,63,0.02,81.48
6/6/08,70.64,80.1,62.1,,74.73
6/7/08,79.55,93.9,66.2,,75.18
6/8/08,85.02,93.9,73.9,,60.71
6/9/08,87.86,96.1,77,,54.35
6/10/08,86.04,97,73.4,0.17,60.77
6/11/08,79.1,86,72,0,51.13
6/12/08,78.97,88,69.1,,49.42
6/13/08,76.33,86,66,,56.08
6/14/08,78.63,89.1,70,0.36,62.31
6/15/08,77.62,86,71.6,0,66.19
6/16/08,76.37,88,66.9,0,59.85
6/17/08,71.25,78.1,64.9,,53.36
6/18/08,66.91,75.9,60.1,0.03,53.78
6/19/08,66.18,75,57,,54.42
6/20/08,74.09,81,62.1,,50.33
6/21/08,77.17,86,66,,55.3
6/22/08,76.89,84.9,69.1,,66.22
6/23/08,76.5,84,71.1,0,67.67
6/24/08,74.16,81,64.9,,50.65
6/25/08,77.99,84.9,66.9,,47.26
6/26/08,80.68,88,71.6,0,59.55
6/27/08,80.44,90,73.4,0.05,63.46
6/28/08,80.73,91,71.6,0,69.82
6/29/08,82.22,89.1,73.9,,60.1
6/30/08,78.29,84.9,72,0,58.4
7/1/08,77.53,84.2,68,0,54.21
7/2/08,74.36,80.1,69.8,,52.75
7/4/08,72.88,73.4,71.6,0,87.13
7/5/08,74.96,82,71.1,0,77.84
7/6/08,74.5,82,69.8,0.49,83.49
7/7/08,76.64,84.9,71.1,0.05,81.78
7/8/08,81.2,89.1,73,,65.99
7/9/08,77.13,84.9,72,0.12,77.64
7/10/08,77.81,82.9,73,,57.9
7/11/08,78.54,87.1,66.9,,52.98
7/12/08,79.01,88,70,,60.04
7/13/08,78.55,88,68,,64.88
7/14/08,75.61,82,68,0.13,66.75
7/15/08,78.94,87.1,69.1,,54.38
7/16/08,80.97,91,70,,48.75
7/17/08,82.82,93,71.1,,51.46
7/18/08,84.88,95,75,,53.92
7/19/08,84.9,93.9,75,,54.73
7/20/08,85.22,93.9,77,0,61.67
7/21/08,83.08,90,75.9,0,58.48
7/22/08,84.15,91,78.1,,57.85
7/23/08,76.94,86,69.1,1.56,76.44
7/24/08,75.42,82.9,69.8,0.36,64.29
7/25/08,77.28,86,66.9,,46.29
7/26/08,78.39,88,70,,56.54
7/27/08,73.81,84,69.1,0.36,75.9
7/28/08,76.29,86,64.4,,60.33
7/29/08,80.76,89.1,72,,54.5
7/30/08,80.58,88,73,,71.21
7/31/08,80.61,84.9,75,0,64.24
8/1/08,81.69,89.1,73.9,,54.79
8/2/08,78.55,84,73.4,0.03,66.57
8/3/08,74.12,81,69.1,,58.08
8/4/08,81.03,84.9,73.9,,42.67
8/5/08,80.27,88,71.1,,55.02
8/6/08,81.73,89.1,75.2,0.07,55.75
8/7/08,78.15,84.9,71.1,,46.71
8/8/08,73.29,82,66,0,54.08
8/9/08,72.75,81,64,,51.92
8/10/08,67.87,77,62.6,1.69,73.64
8/11/08,66.55,75,60.1,0,69.59
8/12/08,71.24,81,61,,59.13
8/13/08,74.62,84,64.9,,62.21
8/14/08,75.24,84.9,64.4,0.56,66
8/15/08,73.02,81,64.9,,69.98
8/16/08,75.25,82,64.9,,51.29
8/17/08,76.17,84,66,,50.43
8/18/08,77.9,88,69.1,,57.04
8/19/08,77.25,86,69.1,,56.61
8/20/08,69.22,78.1,59,,48.61
8/21/08,72.42,82,63,,56
8/22/08,73.23,84,64,,62.35
8/23/08,72.66,82,63,,67.08
8/24/08,75.26,84.9,68,,68.92
8/25/08,76.55,84,70,0,65.42
8/26/08,70.85,80.1,61,,47.5
8/27/08,70.49,82,59,,54.88
8/28/08,70.5,79,63,,65.83
8/29/08,73.59,80.1,69.1,0,67.23
8/30/08,76.74,84.2,70,0,73.05
8/31/08,76.6,86,64.9,,44.32
9/1/08,75.19,84.9,64,,44.78
9/2/08,78.52,89.1,66.9,,45.42
9/3/08,79.61,88,69.1,,58.61
9/4/08,79.7,93,66.2,,64.34
9/5/08,78.02,88,69.1,0.02,66.3
9/6/08,75.15,79,71.1,2.19,89.69
9/7/08,73.52,81,66,,58.38
9/8/08,75.03,82.9,66.9,,55.21
9/9/08,72.17,77,66.2,0.39,81.93
9/10/08,68.83,77,62.1,,53.5
9/11/08,67.18,75,59,,62
9/12/08,68.86,73.4,64.9,0.36,79.9
9/13/08,76.62,82.9,69.8,0.25,76.21
9/14/08,81.1,90,73.4,,72.42
9/15/08,79.47,82.9,71.1,,49.96
9/16/08,66.58,72,63,,55.3
9/17/08,65.73,73.9,53.6,,57.26
9/18/08,68.75,78.1,60.1,,54.21
9/19/08,61.75,70,54,,57.42
9/20/08,62.8,73,53.1,,61.42
9/21/08,67.11,79,54,,68.26
9/22/08,67.91,77,60.8,,69.94
9/23/08,63.77,72,57,,62.71
9/24/08,62.66,72,55,,64.6
9/25/08,60.72,64.9,55.9,0.02,72.53
9/26/08,63.95,68,57.2,0.1,90.06
9/27/08,70.35,75,66.2,0.11,88.51
9/28/08,70.11,75.9,66.2,0.41,86.73
9/29/08,67.06,71.1,60.1,,71.67
9/30/08,63.93,73,55,0.16,73.11
10/1/08,63.2,72,59,0.01,76.31
10/2/08,57.32,63,52,0,56.73
10/3/08,58.83,68,50,,57.58
10/4/08,59.23,66.9,53.1,,54.13
10/5/08,61.97,70,55,,63.28
10/6/08,57.87,64.9,53.1,,54.79
10/7/08,54.15,64,44.1,,50.45
10/8/08,57.42,66.9,46,0,66.79
10/9/08,67.29,75.9,60.1,0.03,76.39
10/10/08,65.74,75,57,,57.52
10/11/08,62.6,73.9,53.1,,53.96
10/12/08,62.88,73.9,53.1,,66.21
10/13/08,66.45,80.1,55,,63.6
10/14/08,66.02,77,55.4,,72.65
10/15/08,67.93,77,62.1,,65.04
10/16/08,68.57,79,61,0.18,71.75
10/17/08,56.18,61,51.1,,50.38
10/18/08,51.83,59,45,,45.75
10/19/08,49.24,57,43,,42.79
10/20/08,49.44,61,37.9,,45.33
10/21/08,52.52,63,46,0,54.5
10/22/08,47.65,54,42.1,,48.5
10/23/08,46.58,55.9,39,,61.67
10/24/08,48.69,57,39,,72.27
10/25/08,60.08,70,52,0.55,85.23
10/26/08,53.72,62.1,44.6,,68.94
10/27/08,50.36,57.9,41,0.22,67.48
10/28/08,42.62,46.9,39.2,0.43,72.79
10/29/08,43.81,46.9,39,0,53.63
10/30/08,43.14,52,37,,46.5
10/31/08,50.11,63,36,,46.59
11/1/08,56.91,71.1,44.1,,55.17
11/2/08,48.35,55.9,43,,50.8
11/3/08,52.19,60.1,46.4,,71.85
11/4/08,55.88,60.8,50,0,81.67
11/5/08,58.69,63,55,0.11,79.99
11/6/08,61.57,64.4,57.2,0.03,85.69
11/7/08,60.09,63,55.9,0,84.58
11/8/08,56.67,60.8,50,0.14,86.37
11/9/08,50.87,55.9,44.1,0,61.61
11/10/08,44.87,50,39,,43.18
11/11/08,42.29,48.9,33.1,,49.46
11/12/08,45.75,51.1,39,0,52.57
11/13/08,50.47,57.9,44.1,0.89,84.3
11/14/08,56.71,59,53.6,0,94.19
11/15/08,62.3,72,55,1.05,87.31
11/16/08,45.89,52,39.9,0.05,51.52
11/17/08,41.82,46,37,,49.88
11/18/08,34.63,39,28.9,0,49.82
11/19/08,31.47,36,27,,46.68
11/20/08,35.81,39.9,33.1,0,62.67
11/21/08,32.84,36,28,0.02,64.94
11/22/08,29.1,34,23,,52.67
11/23/08,31.93,37.9,26.1,,53.46
11/24/08,39.34,48,26.1,0.25,67.1
11/25/08,42.59,46,37,0.11,72.79
11/26/08,40.54,45,37,0,58.54
11/27/08,39.55,46.9,32,,59.17
11/28/08,40.46,48,34,,60.39
11/29/08,38.14,46.9,30,,56.82
11/30/08,41.17,50,35.1,0.68,90.21
12/1/08,47.98,57.9,39.9,0.06,79.1
12/2/08,39.75,44.1,32,,59.81
12/3/08,36.49,44.1,30,,60.91
12/4/08,44.5,52,36,0,66.62
12/5/08,35.9,39.9,28.9,,46.78
12/6/08,31.02,36,25,0.01,60.27
12/7/08,32.07,36,24.1,0,55.89
12/8/08,24.38,28,21,,40.71
12/9/08,43.77,57,27,0,65.21
12/10/08,57.99,64.9,46,0.2,86.31
12/11/08,41.13,45,39.2,2.54,94.45
12/12/08,39.96,44.1,35.1,0.5,72.99
12/13/08,31.55,35.1,28,,49.05
12/14/08,38.92,46.9,26.1,,62.06
12/15/08,56.3,66,44.1,0,74.42
12/16/08,39.71,57.2,33.1,0.33,76.54
12/17/08,38.12,42.1,33.1,0.26,89.68
12/18/08,38.11,43,32,,73.67
12/19/08,36.61,39,33.8,0.72,88.36
12/20/08,29.51,35.6,26.1,,79.22
12/21/08,31.49,37.9,26.1,0.18,69.37
12/22/08,21.63,27,16,,40
12/23/08,24.67,32,19,0,54.31
12/24/08,44.12,62.1,33.1,0.01,77.85
12/25/08,43.53,60.8,30.9,0.02,47.62
12/26/08,36.02,43,28.9,0,66
12/27/08,43.41,52,37.9,0,92.6
12/28/08,58.58,66,48.9,,68.72
12/29/08,43.05,48,37,,47.56
12/30/08,41.24,46,33.1,,37.88
12/31/08,32.95,45,23,0,48.05
1/1/09,24.02,28.9,19,,36.75
1/2/09,32.22,37,25,0,65.84
1/3/09,33.75,39,26.1,,45.38
1/4/09,34.36,43,24.1,0,45.74
1/5/09,42.56,48,37.9,0,52.59
1/6/09,35.22,39.9,32,0.16,39.03
1/7/09,37.76,42.8,32,1.34,91.63
1/8/09,36.48,41,30,,52.39
1/9/09,30.78,35.1,27,,51.67
1/10/09,31.47,34,28.4,0,63.19
1/11/09,31.61,34,27,0.01,69.74
1/12/09,29.82,36,24.1,,58.24
1/13/09,33,39.9,26.1,,73.63
1/14/09,25.48,35.1,21,0,42
1/15/09,22.24,26.1,17.1,0,49.34
1/16/09,14.41,18,10,,40.46
1/17/09,14.3,21.9,6.1,0,47.96
1/18/09,30.73,36,23,0,63.64
1/19/09,28.04,30.9,23,0,90.03
1/20/09,23.09,28,18,,62.29
1/21/09,22.31,27,18,,51.54
1/22/09,31.24,42.1,21,,45.77
1/23/09,38.23,53.1,25,,54.39
1/24/09,34.91,45,21.9,,45.22
1/25/09,23.98,28.9,18,,39.08
1/26/09,25.61,28.9,21.9,,50.29
1/27/09,28.47,30.9,26.1,0.03,65.16
1/28/09,32.92,42.1,24.8,0.71,88.32
1/29/09,28.95,33.1,25,,58.7
1/30/09,29.3,36,23,0,68.55
1/31/09,25.07,28,21,,46
2/1/09,40.15,53.1,28,,52.04
2/2/09,42.59,54,32,0,56.89
2/3/09,33.45,36,28.4,0.42,89.26
2/4/09,26.17,30.9,19.9,0.03,62.59
2/5/09,17.82,21.9,15.1,,48.96
2/6/09,24.33,32,16,,55.8
2/7/09,35.33,50,19.4,,72.32
2/8/09,49.73,61,39.9,,54.48
2/9/09,39.56,48.9,28.9,,47.52
2/10/09,44.92,53.1,35.1,0,66.55
2/11/09,54.94,68,42.8,0.03,71.88
2/12/09,52.68,59,44.1,0,45.78
2/13/09,42.22,45,36,,51.17
2/14/09,36.24,41,30.9,0,56.34
2/15/09,35.49,42.1,30,,47.57
2/16/09,33.48,39.9,28.9,,45.09
2/17/09,32.71,41,25,,43.29
2/18/09,37.14,46.4,28.9,0.13,81.92
2/19/09,39.69,48,27,0,64.36
2/20/09,29.02,34,24.1,,37.82
2/21/09,32.68,41,24.1,,48.04
2/22/09,36.15,43,30.9,0.02,66.01
2/23/09,30.95,36,26.1,,37.74
2/24/09,28.89,37,21,,37.13
2/25/09,33.85,44.1,25,,43.21
2/26/09,39.05,48.9,28.9,0,64.11
2/27/09,53.06,64,36,0,67.04
2/28/09,40.2,53.1,33.1,0,49.6
3/1/09,32.97,37.4,28.4,0.09,76.75
3/2/09,22.43,30.2,17.1,0,71.47
3/3/09,20.8,27,12.9,,44.7
3/4/09,26.07,33.1,16,,44.16
3/5/09,34.87,45,23,,60.64
3/6/09,47.3,57,37.9,,58
3/7/09,56.95,72,42.1,,67.9
3/8/09,59.74,69.1,50,,65.91
3/9/09,53.11,60.1,46.9,,56.5
3/10/09,43.57,46.9,39.9,,67.71
3/11/09,50.5,63,41,0,74.08
3/12/09,40.85,48,36,,30.92
3/13/09,36.98,43,30.9,,44.39
3/14/09,40.55,48,34,0,59.7
3/15/09,42.46,46,39,0,80.83
3/16/09,45.57,53.1,39.2,0,73.15
3/17/09,46.71,57.9,39.2,,63.65
3/18/09,49.69,64,36,,66.54
3/19/09,47.4,54,42.1,0.09,76.94
3/20/09,41.36,45,35.6,0,55.64
3/21/09,40.37,48.9,30.9,,35.75
3/22/09,45.55,57.9,34,,49.65
3/23/09,38.05,46,30.9,,22.82
3/24/09,37.62,48.9,26.1,,27.46
3/25/09,43.66,55,30.9,,42.21
3/26/09,45.09,48.2,41,0.25,83.85
3/27/09,52.67,62.1,42.1,0,70.69
3/28/09,49.75,54,46.4,0.21,90.06
3/29/09,54.02,73.9,46,0.32,84.15
3/30/09,47.92,51.1,43,,48.75
3/31/09,46.79,61,37.9,,56
4/1/09,48.07,53.6,39.9,0.19,85.93
4/2/09,56.24,68,48.2,0,85.45
4/3/09,59.79,69.8,54,0.47,78.89
4/4/09,54.48,60.1,48.9,,41.33
4/5/09,54.85,66.9,44.1,,38.48
4/6/09,53.44,60.1,48.9,0.34,75.71
4/7/09,43.27,48,37.9,0,45.61
4/8/09,45.58,53.1,37.9,,44.04
4/9/09,51.34,62.1,39,,41
4/10/09,56,69.1,46,,60.58
4/11/09,48.85,53.1,43,0.38,76.67
4/12/09,44.07,52,37,,30.04
4/13/09,47.21,57,36,0.02,31.05
4/14/09,45.59,48.2,42.8,0.55,93.6
4/15/09,43.5,48,39,0.38,85.78
4/16/09,50.33,63,37.9,,50.13
4/17/09,54.83,70,39,,41.95
4/18/09,63.97,78.1,46.4,,36.26
4/19/09,57.15,66.9,50,,48.83
4/20/09,48.94,51.1,48,0.66,85.5
4/21/09,56.31,68,48.2,0.26,79.42
4/22/09,50.74,55,46,0,73.35
4/23/09,52.24,60.1,44.1,0,46.2
4/24/09,58.29,73,39.9,,49
4/25/09,69.83,88,53.1,,59.56
4/26/09,77.97,91.9,63,,45.42
4/27/09,78.57,90,63,,45
4/28/09,76.67,87.1,64,,43.21
4/29/09,57.29,70,48.9,0.05,63
4/30/09,56.95,66.9,48.9,0,62.46
5/1/09,65.41,71.6,57.2,0,85.06
5/2/09,61.74,66,57.2,0.06,81.32
5/3/09,56.24,57.9,53.1,0.34,94.29
5/4/09,53.07,54,51.1,0.46,96.12
5/5/09,54.13,57.9,51.1,0.27,93.03
5/6/09,57.44,66,51.8,0.85,85.22
5/7/09,64.91,71.1,53.6,0.28,90.09
5/8/09,68.35,78.1,55.4,,68.4
5/9/09,74.81,84,64.4,0,64.53
5/10/09,65.3,72,57.2,,37.92
5/11/09,58.59,63,53.1,,51.08
5/12/09,60,69.1,51.1,,47.64
5/13/09,61.4,75.9,48,,49.08
5/14/09,65.13,75,57,0.31,68.08
5/15/09,69.84,79,62.6,0.42,81.6
5/16/09,70.25,80.1,62.6,0,84.12
5/17/09,61.13,72,54,0.01,67.62
5/18/09,54.47,60.1,50,,38.64
5/19/09,57.63,70,44.1,,45.17
5/20/09,65.15,80.1,50,,51.26
5/21/09,68.88,82,55,,49.42
5/22/09,71.35,82.9,60.1,,64.05
5/23/09,74.94,86,62.6,,65.96
5/24/09,75.55,84,66,0.01,70.52
5/25/09,74.81,84,68,,63.13
5/26/09,57.23,68,51.8,0.02,70.39
5/27/09,63.41,77,51.8,0,80.57
5/28/09,66.68,77,57.9,0,85.89
5/29/09,65.46,75.9,57.2,0.93,84.33
5/30/09,70.05,79,60.1,,55.42
5/31/09,69.63,82.9,59,0,52.65
6/1/09,63.33,72,54,,44.73
6/2/09,70.66,82.9,62.1,0,74.26
6/3/09,69.05,77,60.1,0.34,74.48
6/4/09,60.04,64,57.2,0.13,86.9
6/5/09,58.89,61,57,0.5,91.26
6/6/09,67.06,77,59,,74.41
6/7/09,72.09,82,62.6,,68.46
6/8/09,72.51,82.9,66,,78.19
6/9/09,70.41,78.8,64.4,1.02,85.36
6/10/09,71.43,77,64.4,0,79.01
6/11/09,66.32,70,64,0.39,91.57
6/12/09,76.66,84,66.2,0.02,71.95
6/13/09,71.73,79,64,0.2,77.89
6/14/09,68.67,77,63,0,76.03
6/15/09,67.58,78.8,60.8,0.12,74.25
6/16/09,63.91,70,60.1,0.11,77.35
6/17/09,62.01,69.1,55.4,0.05,77.63
6/18/09,66.49,70,62.1,0.58,89.64
6/19/09,71.61,78.1,66,,70.42
6/20/09,70.16,77,64.9,0.47,84.66
6/21/09,72.15,78.1,66.2,0,70.03
6/22/09,73.48,81,66.2,0.17,69.95
6/23/09,73.92,81,66.9,,62.33
6/24/09,74.68,82,68,0,69.53
6/25/09,75.85,86,68,,74.04
6/26/09,78.59,89.1,69.8,,70.09
6/27/09,74.63,82,66.2,,65.05
6/28/09,75.13,82.9,68,0,58.55
6/29/09,75.88,86,64.9,,56.5
6/30/09,74.89,88,66.2,0,65.16
7/1/09,75.61,84.9,68,0,67.94
7/2/09,74.78,82,66.2,0.15,68.77
7/3/09,73.75,82,66.9,,60.67
7/4/09,74.75,82,66,,50.63
7/5/09,72.66,79,64.4,,51.23
7/6/09,75.47,84.9,64.9,,52.88
7/7/09,78.11,88,68,0,53.42
7/8/09,72.83,79,64.9,,49.13
7/9/09,70.94,81,63,,59.48
